BALANCE;PURCHASES;CREDIT_LIMIT
987.584177;0;1200
51.422178;0;5500
2136.082193;0;6500
3551.355769;1283.65;5500
1306.436456;0;1500
710.199118;3442.08;7000
2847.608209;1399.05;7500
1596.02939;466.18;1500
4461.155061;190;5000
2861.137399;0;3000
1180.758966;1274.54;4500
4613.570499;0;6000
126.121035;590;2500
7638.382236;0;15500
1931.821799;120;2100
5538.646971;460.57;9500
1818.441161;904.3;1700
4550.717687;2094.99;7600
741.294747;7096.36;7500
802.618739;2860.32;4500
645.299519;1310.84;2500
42.366061;463.32;6500
2127.069602;743.38;2100
34.207779;2483.26;10000
76.059828;927.1;1500
25.659372;951.1;6000
269.309231;280.25;2500
230.823876;1842.33;3000
6.903243;145.01;3000
537.002861;2275.97;3000
3222.221884;356.4;3500
7370.257624;0;7500
20.889413;244.2;4000
74.568421;600;6000
1.059103;25.5;5500
1109.366186;348.78;1200
1114.122532;348.47;1200
348.965773;1019.4;1000
949.259857;0;1000
6306.501319;205.03;14000
1393.527992;0;9000
364.140613;1462.38;2500
72.706076;508.56;7000
1688.521097;0;3000
229.913693;2406.77;10000
123.791796;1202.5;2500
1786.707643;0;3000
971.681565;133.31;1000
3959.912911;0;4000
1771.028068;360;5000
543.350448;0;6000
189.969435;2071.55;9000
214.610294;496;2500
4.620029;59.67;3000
32.779456;212.58;1500
2191.369256;1197.2;4500
6.824905;0;1200
23.150437;0;4000
1893.611922;22746.81;18000
230.936733;0;3000
42.585012;534.26;7000
1060.385693;5327.61;6000
867.728471;41.07;3000
8884.816576;1233.58;13000
77.273142;963.61;3500
915.981419;2037.24;3500
177.355165;1179.3;7500
653.004882;2035.29;9500
3322.31489;676;10000
49.022296;480.27;2500
5022.775729;2117.05;7000
2.451938;37.75;4000
39.977967;432.05;10000
247.063258;1448.74;5000
1327.775159;534.93;1500
2372.842569;218;6500
2705.149599;328.61;7000
92.782518;921.82;1200
4.398104;76;1500
9387.614011;0;12000
156.536773;1903.66;9000
233.393741;2346.94;4500
3597.728209;1043;6000
2.549291;322.98;9500
5630.793848;2743.66;10500
1592.168416;0;4500
599.044829;6528.65;12000
5.801666;88.97;2720
31.876386;311.05;6000
41.620283;689.4;10000
408.732898;0;5000
5.260527;263.16;6000
238.184435;2068.15;4000
3437.033859;1858.7;9000
341.467517;3446.96;10500
2500.029691;1103.5;8500
1.019189;87.02;15500
6477.2996;0;11500
1037.653522;584.4;1200
1134.726574;0;1200
1564.180333;942.22;2200
55.58459;395.05;5500
61.109731;438.8;1500
5.340221;35.97;2000
2593.115716;0;6000
12.40875;85.5;1500
1548.224072;696.63;1800
1547.154381;0;1700
527.965041;2808.2;7000
998.231433;1622.23;2500
5220.637076;2911.02;6000
395.81907;37;2500
1739.666192;0;4500
1382.168038;0;1500
11.047149;180.5;4000
1121.833202;2940;3500
1222.083116;1492.21;7000
3850.206279;2434.5;9000
51.640786;434.72;4500
621.386746;178.83;1200
1096.949604;227.55;2500
75.039332;588.05;9000
939.102758;0;4000
2321.846501;2675;2500
4010.621974;40040.71;18000
139.511394;1247.75;5000
25.698927;244;7000
1856.590921;0;3000
18.776309;59;1200
2596.455261;0;3000
6619.14864;35.92;13500
317.657562;4398.35;16500
6912.431438;1483.9;14500
12.00682;126;3000
173.940108;958.5;16000
661.199437;150;2500
12.659909;5252.04;7350
2425.836071;3502.99;7000
27.263365;231;5000
208.19101;2395.88;5000
12.654903;120;4500
1727.333496;560.75;2500
1727.295159;719.76;1800
801.110294;4276.89;7500
144.129221;949.59;4000
1497.129794;2571.48;2500
1770.072581;0;2500
43.124063;491.43;2100
200.971458;569.68;4000
3.574463;576;1000
5086.333429;548.89;8500
1469.212816;220.69;2000
80.054576;315;300
249.140601;655.94;10500
505.313231;4471.79;14500
396.419487;4349.34;5000
5858.617133;2761.41;11000
1790.707374;1368;3500
2006.218006;4572.63;6500
4609.210475;335;6000
123.089579;1150.78;14500
3950.9879;699.44;4000
2628.511837;273;7500
31.473181;220.5;3750
421.475963;2218.26;4500
5561.206188;1120.29;6000
2138.185971;45.65;2500
275.956562;1943.1;1800
2894.348509;657.71;3500
15.173238;316.91;11000
541.240795;5999.95;16000
1426.870236;0;1500
373.243163;3603.23;6000
3892.352781;6068.82;7500
1172.344218;454.21;1000
1786.846869;0;6000
272.7004;3298.55;16000
68.845891;853.44;11500
120.964472;0;1200
2415.412234;3313.65;8500
50.435246;553.73;13000
1094.221693;35;1200
2249.731727;2598.54;9000
3007.093879;0;3500
3143.23132;255.08;5500
1392.814234;845.51;1700
7994.33168;224.51;13000
3661.051976;764;9000
910.682404;0;1500
779.500096;689.4;7000
245.199649;2241.84;6000
1279.305202;2071.7;2500
57.862875;579;5000
1200.435451;886.56;1200
1152.710352;1392;9500
2767.251585;0;6000
3013.581545;0;3000
363.344239;665.86;4000
4657.477375;237.52;4500
341.456099;2091.44;3000
7656.390367;0;8000
5729.703345;265;14000
0;300;2500
6733.58763;280;11000
4359.126852;0;4500
18.898762;212.5;1000
325.47428;3030.4;3000
162.905422;1600;6000
80.363442;2370.44;1500
5924.719712;246.56;12000
5161.854898;4542.33;7500
319.388468;1674.9;7500
61.976914;401.63;6000
5608.513514;0;11000
661.135323;568.81;1700
130.977369;527;7500
831.404268;0;3500
2153.498372;5428.77;12500
7886.875682;968.26;9500
148.826903;3386.58;16500
15.730229;163.24;1200
177.268927;429.88;7000
20.933565;295.32;3000
920.872172;296.64;1200
4240.449485;2798.36;4500
4427.994044;1039.49;11500
187.2126;1807.08;10000
9680.188434;0;12000
1186.928037;2178;7000
85.053515;1244.7;16000
2054.372848;833.28;4000
60.835983;1151.45;4000
1438.46998;0;1500
5745.78949;0;13500
746.693629;615.2;1000
4183.877488;353.75;9000
1140.787563;2796.54;4500
281.469522;2500.03;12000
73.507271;890.45;8500
2297.696272;2764;6000
1064.037564;55.52;4000
2792.534256;9661.37;8500
606.246031;3876;6500
65.253182;1027.41;6000
73.532797;1185.3;2500
23.956905;186.05;16500
4098.215967;0;7500
1916.470203;380;8500
21.639571;191.7;7000
841.398158;860.2;15500
3857.747562;777.92;6500
1920.231187;167.08;2300
304.664917;2601.67;4000
1.753241;0;3000
1.599053;188;3000
7422.444145;148.29;9000
198.31397;487.61;3000
2712.176691;0;3000
14.434808;237.48;2500
1376.24407;0;1500
164.684836;622.9;3000
2837.112414;0;8000
931.047119;494;4000
438.753147;1252.1;6500
364.398745;1087.66;3000
2135.365916;0;3000
27.164388;554.35;3000
468.693449;4930.68;12000
1080.956258;386.78;2600
2849.47477;574.92;2500
584.287125;0;1000
3304.829014;2577.7;5000
39.665224;265.92;2000
83.279708;899.73;8000
227.636073;3050.64;8000
928.666372;0;1000
57.764354;454.2;10500
116.626679;533.99;4000
8787.333948;0;12000
4007.32326;3333.95;6000
972.665818;10549.19;9000
697.525591;462.38;1000
4279.153917;1006.17;7500
920.922411;1227.93;8500
3308.148118;3767.75;3000
19.945714;170;6500
868.98325;1104.65;1800
0.001214;0;7500
311.357;2283.07;9000
21.986298;568.78;3800
1245.890862;5380.3;4500
867.444685;8751.49;4000
8625.355309;1945.95;12000
31.973194;94.53;2100
112.973151;0;6000
1337.162883;4544.48;7500
1738.553751;0;1800
449.556041;143;5000
1227.548135;322;1000
48.213487;403.1;7000
58.949864;2074.57;6000
1367.479599;12375;16500
2920.392514;2673.73;15000
6462.461789;479.98;10500
1887.119184;2450.73;4200
67.32184;685.15;9000
912.857498;831.03;5500
961.391452;3783.25;11000
1455.84622;592.82;1500
44.687434;679;3750
7103.925375;220.74;10500
2337.713483;773.7;9500
619.375758;6133.45;7000
1168.007346;539;8500
556.359504;1111.12;2500
8151.985277;25615.07;17000
1.198223;317.02;6000
2492.985289;74.5;2500
11431.78621;0;14500
4116.869029;0;10500
1117.368286;972.38;1900
5705.19862;942.68;9000
916.63778;4627.8;16500
63.685705;690.84;2500
965.605202;215;1000
173.658581;1210;1000
4.382924;130.24;14000
1708.478796;1406.14;6500
222.321892;2417.54;8500
465.033038;247.36;8500
6138.163709;0;11500
668.102701;4943.92;7000
4146.527042;178;8500
1687.08958;5094.17;8000
1995.089853;8335.69;7000
1818.447016;413;2000
33.225168;655.15;500
1060.736973;0;3000
129.613905;1083.04;5500
262.106758;2625.84;4500
27.694103;474.96;7500
294.381106;828;1000
1895.786893;2131.31;5500
2550.528085;0;3000
2475.660894;440;10500
1499.19943;3245.23;8000
3181.996689;2046.06;10400
39.761286;2858.26;7500
22.794308;12;1600
2118.52034;0;4000
2629.928623;2830.88;4500
1057.585071;1008.3;1200
180.315352;1642.26;7000
2402.800575;0;7000
3241.29164;1119.56;12500
5868.206909;911.56;9000
937.434519;1124.88;2500
4804.072481;0;5000
1177.125233;8190.9;5000
4393.185874;0;8000
1695.84301;317.4;1800
1830.571451;737.67;2000
167.505508;1219;4500
1075.401912;150;1200
392.992722;508.32;1500
136.743106;1466.05;6000
2619.752921;3563.07;4500
432.385707;2171.86;1200
4.392146;47.96;3000
109.681353;2118.66;3000
632.679411;1363.79;6000
3145.204423;3613.83;5700
5925.82931;0;6500
5227.616927;0;5200
3019.914063;0;3300
26.485924;256.44;1500
950.717606;0;1500
75.012641;480.02;1950
3156.418686;3471.99;4000
1229.938869;699.96;2250
1589.41431;118.79;4000
1106.557102;1342.86;6500
588.795215;4116;21500
4627.588589;1774.46;5200
2766.561266;1469.05;3000
5363.715074;118.41;7000
2963.244696;0;7000
211.84382;2176.55;8000
903.031624;494.7;1000
793.713659;1307;3000
8281.348085;4231.12;10500
100.904785;1281.44;12000
140.741786;1547.68;7500
3947.749703;525.65;10000
1981.929376;145.8;6000
975.946428;1572.42;1700
2807.729258;0;3000
2613.123168;0;3000
6.576315;74.49;4000
778.475416;353.52;1500
7170.30572;3109.28;9500
1579.158781;4175.25;8000
131.459201;705.84;13500
1764.520491;100;3000
1787.535327;0;7500
2769.640442;738.06;4500
0;88.62;3500
774.709467;462;6000
4533.066139;0;8000
3044.194951;934.21;3000
1101.085631;0;1200
18.218714;89;4000
7.472301;80;3000
1258.079397;1242.46;4500
497.787017;114.54;1000
8767.5693;0;9000
843.357393;45;2000
1080.667451;3895.67;6500
2945.285382;185.98;3000
3608.548972;1664.02;5000
1209.733106;1298.56;1200
21.664126;271.86;4000
27.832009;366.6;5000
1247.384513;405.5;6500
1052.127315;354.48;1000
110.400892;486.72;1000
3232.346639;0;3500
498.355964;2434.7;4500
2774.249582;21802.6;13000
2332.392373;306.36;7000
3630.771485;0;9000
4676.575915;453.64;8000
39.477741;325.66;1000
8.04034;176.85;6000
83.004246;726.89;3000
197.02206;3824.78;3000
223.818492;1702.42;7300
2270.429964;8257.26;13000
341.379209;426.92;3000
103.393689;0;3000
1050.527038;8880.59;8500
1033.394656;262.44;2000
0;2600;6000
5805.32079;1724.75;7500
167.35668;288;6000
5942.683036;976.45;9000
5559.733773;930;7500
2650.518784;503;3000
0.126562;0;1200
1.343207;19.08;7000
1229.397644;11414.48;9000
1163.790341;517;1200
2000.797758;1037.5;7500
8809.504736;25378.36;14500
82.803156;756.68;4000
343.674421;452.07;1700
171.616134;4996.17;4500
417.841508;311.86;3000
97.917955;824.31;7500
6.08697;333.24;1500
1.600479;513.24;2500
70.457831;1146.59;4500
1160.206649;1600;2000
4060.966003;823.1;11500
2714.595164;666.1;8500
1212.812748;397.44;2000
48.822128;537.51;1000
694.202818;0;1200
3478.592472;0;4000
1191.662907;979.92;4350
1552.772103;34.74;3000
705.232653;1902.4;900
3391.70218;38902.71;18000
1013.728552;3209.62;6000
22.728166;262.5;3500
799.518482;339.96;1000
5344.347568;270.02;6000
350.378913;3263.48;7500
2763.049499;1921.85;3050
4.383989;96.5;4500
4954.880195;281.31;5500
1670.146578;3420.97;2700
1728.275923;628.56;6000
1034.555485;5787.66;2700
502.653982;4748.5;12000
1216.570617;5140.49;4500
7611.152584;3707.79;12000
25.414572;262.92;13000
135.037323;270;3300
41.762859;0;12000
1563.747179;801.46;4000
1044.273707;1463.84;6700
8159.168439;2453.07;15000
2403.75955;367.16;2600
2876.009336;152.61;4000
1237.673602;0;2000
283.30016;461.36;9000
7339.943073;0;9000
1226.122189;295.34;1200
3515.039029;2924.08;4000
30.525356;384.95;14500
1283.280303;0;3000
49.416158;590;6000
1621.035373;23.21;2000
1624.651156;0;6000
5269.72399;682.57;7000
314.507915;3492.21;8500
2150.212841;4096.08;8500
891.620777;0;2000
3454.094319;31299.35;7500
86.905609;1106.4;2500
1647.932117;0;1800
188.424847;1576.35;6500
1250.885289;892.19;1800
5148.625027;0;6500
3272.586986;1146.57;12000
1698.369764;0;4500
246.864346;2995.55;6000
2004.914139;3628.29;11500
10.703306;0;1000
1410.753575;588.85;4000
2388.030134;3832.98;11000
96.109401;938.2;8000
8953.743398;254.85;12000
3414.977831;2219.55;5000
1039.88038;93.24;5000
92.898327;546;6000
2885.068871;0;3000
7919.563494;85.54;10000
4707.131609;7066.08;10000
1915.245632;39;1950
392.667425;4015.23;7500
104.57287;937.56;6000
2257.542109;0;3000
75.070011;898.45;4000
7533.854422;5253.06;20500
628.384411;887.3;2000
165.808096;981.19;9000
5329.544052;1651.64;5500
1171.429087;1845.42;3000
99.912238;730.2;1000
114.295749;109.8;1000
287.099648;2693.64;9000
5867.560972;609;7000
7499.30365;350.57;7500
23.331936;1194.96;1600
262.723622;2365.07;9000
204.584048;0;1600
4977.237859;61.99;6500
433.677841;1391.89;7000
1220.493289;0;6000
3740.907731;0;4000
1669.01626;892.3;1800
117.617134;1081.23;2100
3802.910134;0;4000
43.354029;617.34;1200
4530.639094;0;8000
3529.587012;0;9000
5052.910787;1062.63;6000
51.923357;835.31;7000
144.012882;675.53;4000
293.803208;380.59;10000
11.188595;159.84;1000
516.814969;276.52;1500
1134.122053;288.39;1400
11670.17985;4872.6;11500
1569.88775;741.66;4000
4532.433434;1433.26;7000
5505.828486;0;6000
2843.394382;0;6000
2391.214539;4186.49;4000
2270.950105;1403.42;8500
5193.415429;3584.8;15500
2431.193194;0;4000
1232.292951;0;4500
279.253475;3243.86;8500
2369.91046;916.22;6500
1917.441126;12617.19;15000
7445.228843;1023.29;11500
193.565763;1821.52;3000
3013.590493;0;3000
92.406069;0;3500
2472.874609;2052.74;6500
154.439292;1047.94;6000
269.911748;1348.44;500
146.04887;3256.15;6500
2779.833422;0;3000
161.792222;2883.58;2000
5239.120768;1823.23;5750
2288.014844;1753.46;2500
1526.707241;484.47;1500
52.598283;517.83;6500
981.886157;0;3500
14.891634;0;3000
5.270593;69.57;4000
314.675322;1310.9;10000
467.244925;4001.7;16000
304.945628;2788.81;4000
1271.429631;0;1500
97.389327;60;12500
1597.521193;211.07;5000
10.118033;0;1500
103.629108;1106.62;6000
993.027484;0;1200
4226.501257;4900;10500
1118.086877;128.8;1200
555.131027;1586.45;5500
1133.572488;4063.49;1600
3646.04461;0;8000
3790.914663;2655.68;8300
340.082231;3177.21;7500
11.249863;137.84;10000
108.548004;1099.19;4000
601.68828;1358.2;1500
2529.016337;1040.74;2500
306.90901;2768.93;10500
14.203161;117;7950
3387.93956;391.14;7000
26.247988;0;3000
3961.649658;2280;4500
121.388989;783.83;7000
354.527499;3751.42;9000
912.36003;10709.17;15000
5337.987139;2545.37;13500
4210.323012;1210.31;7500
890.275144;435.14;1800
1740.169093;276.72;1800
5383.084424;9736.61;9000
4603.402061;0;14000
18.150347;119.8;4500
2833.613641;1387.52;3000
1547.714145;2476.31;3500
144.346693;1976.32;4500
1377.812538;14300.98;18000
926.341558;45.65;1000
10822.05811;4850.35;15500
1238.932482;280.09;1500
5681.962807;523.19;11500
1269.019947;445.46;2600
1592.48626;1449.48;10500
9502.256762;2776.09;10500
57.416262;685;1200
2303.956234;0;6000
2286.9003;4536.48;4000
1058.369265;0;1500
4803.122987;0;8500
6836.552992;0;10000
3.122949;0;2500
1053.639683;1027.01;2200
11734.26656;1528.12;15500
80.55139;2132.7;10000
1308.786637;0;1500
6224.464489;4439.11;6500
874.203747;232.8;3000
1329.443468;0;1800
4372.395867;569.91;4500
4473.439581;656.2;4500
1127.607606;0;8500
1194.651852;322.29;1200
291.991838;2971.56;13500
2929.747983;376.04;3000
16.005542;151.33;5000
6937.806466;339.75;10500
7888.028118;0;12000
1020.292184;1788.1;1500
4751.924842;1394.93;5000
2270.955171;25.26;3100
2377.759245;0;6500
1473.902933;0;1500
6853.020124;0;7500
1527.644591;0;1700
1611.475175;807.72;1500
344.591662;519;4000
2021.641161;363.18;2000
102.228073;1074.29;5000
1407.26415;151.64;1500
2158.419812;154.53;2500
1492.433396;99.75;6000
5193.661885;0;5500
1885.547591;0;8000
54.842927;105;4000
2125.107734;663.04;2500
102.832194;1067.85;10000
1628.609633;1340.83;2000
1733.68291;100;1700
9303.557117;6133.01;12500
3541.960207;0;4000
1.420316;0;1200
2447.783112;431.96;2500
94.280326;846.06;9000
1628.591333;361;1800
396.667584;2559.41;4000
5036.762745;3393.73;10000
248.243958;0;3500
109.417101;1219.85;5000
4624.411724;2537.67;7000
491.605909;747.55;2500
5329.815675;674.85;5500
10.486808;241.27;2500
4402.354047;0;5000
7283.579076;209.07;11500
30.859227;415.04;7500
112.87035;918.6;7500
7390.19856;612.1;12000
1274.142457;5219.95;7500
644.112226;638.61;12000
91.231825;736.91;6000
915.717703;55.49;1000
1216.594927;878.64;1200
5941.271179;279.36;6000
3817.693096;4974.27;5000
0;369.36;1500
1276.941373;2196.54;1000
8099.879299;2352;12500
86.694598;0;1500
78.910866;828.14;2600
52.776167;508.94;3000
109.140973;319.62;3500
2586.533933;400;3000
6668.440979;5596.11;16000
2539.279598;820.42;3000
2154.354852;104;6000
2720.959921;66.49;3000
693.643988;358.91;5000
3414.780266;0;9000
3478.070041;2465.92;12000
6378.276044;0;10500
33.07464;286.4;8500
366.68899;653.21;3000
245.17692;2481.64;4000
786.483086;226.9;1200
7.03142;502.33;2500
4379.015578;996.64;14500
167.757298;320.72;1200
1199.555426;0;3000
5774.207136;2102.51;15000
41.461969;550.08;6000
1383.161918;0;1500
2572.878701;3975;4000
177.556406;2228.35;12000
538.995587;0;1200
92.816307;345.66;1000
1247.423771;0;1500
911.298036;954.15;1200
98.427228;389.24;8500
989.993863;0;1200
69.352136;636.15;10000
12.029327;581.21;4000
1265.781431;1585.79;3000
3682.768495;1194.15;4050
210.993146;90.51;6500
3171.17541;109.16;6000
311.121985;744.09;7500
3310.573808;717.14;12500
408.948673;0;10000
131.342635;1160.65;13000
365.005559;421.04;4000
26.599993;329.38;10500
1117.461472;0;1500
26.216029;615.16;14000
1106.697298;1260.13;6500
2205.471982;3278.42;6000
1722.910058;45.45;4000
1672.969871;0;2100
1333.896193;233.31;1500
1329.826951;1304.96;7500
117.063942;1035.05;3000
559.151424;94;5500
10.160744;82.04;2000
5206.452425;0;9500
2623.967336;3005.89;5500
2297.324675;4474.43;5500
7248.040967;0;8500
1917.977989;0;6500
206.376314;1886.21;3000
5283.566994;202.31;9500
102.055178;999.19;7500
3360.689054;794.1;9500
1046.787477;517.08;1200
869.091492;438.22;3000
5292.905315;5539.68;6000
1856.325339;670.5;7000
127.240494;760.36;2500
2282.814895;1522.72;9500
859.07875;0;3500
5403.208353;1085.85;6000
1941.539209;1366.74;6300
5418.305735;0;8000
11955.30817;0;13000
1224.513636;529.34;1200
817.793943;478.28;2400
4382.112084;294.75;4000
9264.786223;0;9500
6512.478876;98;7000
31.941802;417.96;2000
30.863497;143.36;1500
1469.720674;0;1500
332.888212;419.56;3000
2421.943818;612;2500
